track;album;artist
How Do U Want It (ft. K-Ci & JoJo);All Eyez on Me;2Pac
2 Of Amerikaz Most Wanted (ft. Snoop Doggy Dogg);All Eyez on Me;2Pac
No More Pain;All Eyez on Me;2Pac
Heartz Of Men;All Eyez on Me;2Pac
Life Goes On;All Eyez on Me;2Pac
Only God Can Judge Me (ft. Rappin' 4-Tay);All Eyez on Me;2Pac
Tradin' War Stories (ft. C-BO, CPO, Outlawz, The Storm);All Eyez on Me;2Pac
California Love (remix) (ft. Dr. Dre, Roger Troutman) - Remix;All Eyez on Me;2Pac
I Ain't Mad At Cha (ft. Danny Boy);All Eyez on Me;2Pac
What's Ya Phone # (ft. Danny Boy);All Eyez on Me;2Pac
Can't C Me;All Eyez on Me;2Pac
Shorty Wanna Be A Thug;All Eyez on Me;2Pac
Holla At Me;All Eyez on Me;2Pac
Wonda Why They Call U Bytch;All Eyez on Me;2Pac
When We Ride (ft. Outlaw Immortals);All Eyez on Me;2Pac
Thug Passion (ft. Jewell, Outlawz, The Storm);All Eyez on Me;2Pac
Picture Me Rollin' (ft. Danny Boy, CPO, Big Syke);All Eyez on Me;2Pac
Check Out Time;All Eyez on Me;2Pac
Ratha Be Ya Nigga (ft. Richie Rich);All Eyez on Me;2Pac
All Eyez On Me (ft. Big Syke);All Eyez on Me;2Pac
Run Tha Streetz (ft. Michel'le, Storm, Mutah);All Eyez on Me;2Pac
Ain't Hard 2 Find (ft. B-Legit, C-BO, E-40, Richie Rich);All Eyez on Me;2Pac
Heaven Ain't Hard 2 Find;All Eyez on Me;2Pac
Movin' on Up;Screamadelica;Primal Scream
Slip Inside This House;Screamadelica;Primal Scream
Don't Fight It, Feel It;Screamadelica;Primal Scream
Higher Than the Sun - Single Mix;Screamadelica;Primal Scream
Inner Flight;Screamadelica;Primal Scream
Come Together - Farley Mix;Screamadelica;Primal Scream
Loaded;Screamadelica;Primal Scream
Damaged;Screamadelica;Primal Scream
I'm Comin' Down;Screamadelica;Primal Scream
Higher Than the Sun - A Dub Symphony in Two Parts;Screamadelica;Primal Scream
Shine Like Stars;Screamadelica;Primal Scream
Girls & Boys - 2012 Remaster;Parklife;Blur
Tracy Jacks - 2012 Remaster;Parklife;Blur
End of a Century - 2012 Remaster;Parklife;Blur
Parklife - 2012 Remaster;Parklife;Blur
Bank Holiday - 2012 Remaster;Parklife;Blur
Badhead - 2012 Remaster;Parklife;Blur
The Debt Collector - 2012 Remaster;Parklife;Blur
Far Out - 2012 Remaster;Parklife;Blur
To the End - 2012 Remaster;Parklife;Blur
London Loves - 2012 Remaster;Parklife;Blur
Trouble in the Message Centre - 2012 Remaster;Parklife;Blur
Clover Over Dover - 2012 Remaster;Parklife;Blur
Magic America - 2012 Remaster;Parklife;Blur
Jubilee - 2012 Remaster;Parklife;Blur
This Is a Low - 2012 Remaster;Parklife;Blur
Lot 105 - 2012 Remaster;Parklife;Blur
Magpie - 2012 Remaster;Parklife;Blur
Anniversary Waltz - 2012 Remaster;Parklife;Blur
People in Europe - 2012 Remaster;Parklife;Blur
Peter Panic - 2012 Remaster;Parklife;Blur
Girls & Boys - Pet Shop Boys Remix, 2012 Remaster;Parklife;Blur
Threadneedle Street - 2012 Remaster;Parklife;Blur
Got Yer! - 2012 Remaster;Parklife;Blur
Beard - 2012 Remaster;Parklife;Blur
"To the End - French Version; 2012 Remaster";Parklife;Blur
Supa Shoppa - 2012 Remaster;Parklife;Blur
Theme from an Imaginary Film - 2012 Remaster;Parklife;Blur
Red Necks - 2012 Remaster;Parklife;Blur
Alex's Song - 2012 Remaster;Parklife;Blur
Jubilee - Acoustic, BBC Live Version;Parklife;Blur
Parklife - Acoustic, BBC Live Version;Parklife;Blur
"End of a Century - Acoustic Version; 2012 Remaster";Parklife;Blur
Get Up I Feel Like Being A Sex Machine;Sex Machine;James Brown
Brother Rapp - Pts.1 & 2;Sex Machine;James Brown
Bewildered;Sex Machine;James Brown
I Got The Feelin';Sex Machine;James Brown
Give It Up Or Turnit A Loose - Live At Bell Auditorium, Augusta, GA/1969;Sex Machine;James Brown
I Don't Want Nobody To Give Me Nothing (Open Up The Door I'll Get It Myself) - Live At Bell Auditorium, Augusta, GA/1969;Sex Machine;James Brown
Licking Stick - Licking Stick - Live At Bell Auditorium, Augusta, GA/1969;Sex Machine;James Brown
Lowdown Popcorn;Sex Machine;James Brown
Spinning Wheel - Live At Bell Auditorium, Augusta, GA/1969;Sex Machine;James Brown
If I Ruled The World - Live At Bell Auditorium, Augusta, GA/1969;Sex Machine;James Brown
There Was A Time - Live At Bell Auditorium, Augusta, GA/1969;Sex Machine;James Brown
It's A Man's Man's Man's World - Live At Bell Auditorium, Augusta, GA/1969;Sex Machine;James Brown
Please, Please, Please - Live At Bell Auditorium, Augusta, GA/1969;Sex Machine;James Brown
I Can't Stand Myself (When You Touch Me) - Live At Bell Auditorium, Augusta, GA/1969;Sex Machine;James Brown
Mother Popcorn - Live At Bell Auditorium, Augusta, GA/1969;Sex Machine;James Brown
Coal Miner's Daughter - Single Version;Coal Miner's Daughter;Loretta Lynn
Hello Darlin';Coal Miner's Daughter;Loretta Lynn
Less Of Me;Coal Miner's Daughter;Loretta Lynn
Any One, Any Worse, Any Where;Coal Miner's Daughter;Loretta Lynn
For The Good Times;Coal Miner's Daughter;Loretta Lynn
The Man Of The House;Coal Miner's Daughter;Loretta Lynn
What Makes Me Tick;Coal Miner's Daughter;Loretta Lynn
Another Man Loved Me Last Night;Coal Miner's Daughter;Loretta Lynn
It'll Be Open Season On You;Coal Miner's Daughter;Loretta Lynn
Too Far;Coal Miner's Daughter;Loretta Lynn
Snowbird;Coal Miner's Daughter;Loretta Lynn
Gimme More;Blackout;Britney Spears
Piece of Me;Blackout;Britney Spears
Radar;Blackout;Britney Spears
Break the Ice;Blackout;Britney Spears
Heaven On Earth;Blackout;Britney Spears
Get Naked (I Got a Plan);Blackout;Britney Spears
Freakshow;Blackout;Britney Spears
Toy Soldier;Blackout;Britney Spears
Hot as Ice;Blackout;Britney Spears
Ooh Ooh Baby;Blackout;Britney Spears
Perfect Lover;Blackout;Britney Spears
Why Should I Be Sad;Blackout;Britney Spears
Get Back;Blackout;Britney Spears
Gimme More - Junkie XL Dub;Blackout;Britney Spears
Everybody;Blackout;Britney Spears
Real Life;Beauty Behind the Madness;The Weeknd
Losers;Beauty Behind the Madness;The Weeknd
Tell Your Friends;Beauty Behind the Madness;The Weeknd
Often;Beauty Behind the Madness;The Weeknd
The Hills;Beauty Behind the Madness;The Weeknd
Acquainted;Beauty Behind the Madness;The Weeknd
Can't Feel My Face;Beauty Behind the Madness;The Weeknd
Shameless;Beauty Behind the Madness;The Weeknd
Earned It (Fifty Shades Of Grey);Beauty Behind the Madness;The Weeknd
In The Night;Beauty Behind the Madness;The Weeknd
As You Are;Beauty Behind the Madness;The Weeknd
Dark Times;Beauty Behind the Madness;The Weeknd
Prisoner;Beauty Behind the Madness;The Weeknd
Angel;Beauty Behind the Madness;The Weeknd
It's No Game (Pt. 1) - 2017 Remaster;Scary Monsters (and Super Creeps);David Bowie
Up the Hill Backwards - 2017 Remaster;Scary Monsters (and Super Creeps);David Bowie
Scary Monsters (And Super Creeps) - 2017 Remaster;Scary Monsters (and Super Creeps);David Bowie
Ashes to Ashes - 2017 Remaster;Scary Monsters (and Super Creeps);David Bowie
Fashion - 2017 Remaster;Scary Monsters (and Super Creeps);David Bowie
Teenage Wildlife - 2017 Remaster;Scary Monsters (and Super Creeps);David Bowie
Scream Like a Baby - 2017 Remaster;Scary Monsters (and Super Creeps);David Bowie
Kingdom Come - 2017 Remaster;Scary Monsters (and Super Creeps);David Bowie
Because You're Young - 2017 Remaster;Scary Monsters (and Super Creeps);David Bowie
It's No Game (Pt. 2) - 2017 Remaster;Scary Monsters (and Super Creeps);David Bowie
Extraordinary Machine;Extraordinary Machine;Fiona Apple
Get Him Back;Extraordinary Machine;Fiona Apple
O' Sailor;Extraordinary Machine;Fiona Apple
Better Version Of Me;Extraordinary Machine;Fiona Apple
Tymps (The Sick in the Head Song);Extraordinary Machine;Fiona Apple
Parting Gift;Extraordinary Machine;Fiona Apple
Window;Extraordinary Machine;Fiona Apple
Oh Well;Extraordinary Machine;Fiona Apple
Please Please Please;Extraordinary Machine;Fiona Apple
Red Red Red;Extraordinary Machine;Fiona Apple
Not About Love;Extraordinary Machine;Fiona Apple
Waltz (Better Than Fine);Extraordinary Machine;Fiona Apple
Close to the Edge (i. The Solid Time of Change, ii. Total Mass Retain, iii. I Get up I Get Down, iv. Seasons of Man) - 2003 Remaster;Close to the Edge;Yes
And You and I - 2003 Remaster;Close to the Edge;Yes
Siberian Khatru - 2003 Remaster;Close to the Edge;Yes
America - 2003 Remaster;Close to the Edge;Yes
Total Mass Retain - 2003 Remaster;Close to the Edge;Yes
And You and I - Alternate Version;Close to the Edge;Yes
Siberia - Studio Run-Through of Siberian Khatru;Close to the Edge;Yes
Journey In Satchidananda;Journey in Satchidananda;Alice Coltrane
Shiva-Loka;Journey in Satchidananda;Alice Coltrane
Stopover Bombay;Journey in Satchidananda;Alice Coltrane
Something About John Coltrane;Journey in Satchidananda;Alice Coltrane
Isis And Osiris - Live At Village Gate, NY, 1970;Journey in Satchidananda;Alice Coltrane
NI BIEN NI MAL;X 100pre;Bad Bunny
200 Mph;X 100pre;Bad Bunny
¿Quien Tu Eres?;X 100pre;Bad Bunny
Caro;X 100pre;Bad Bunny
Tenemos Que Hablar;X 100pre;Bad Bunny
Otra Noche en Miami;X 100pre;Bad Bunny
Ser Bichote;X 100pre;Bad Bunny
Si Estuviésemos Juntos;X 100pre;Bad Bunny
Solo de Mi;X 100pre;Bad Bunny
Cuando Perriabas;X 100pre;Bad Bunny
La Romana;X 100pre;Bad Bunny
Como Antes;X 100pre;Bad Bunny
RLNDT;X 100pre;Bad Bunny
Estamos Bien;X 100pre;Bad Bunny
MIA;X 100pre;Bad Bunny
Fa-Fa-Fa-Fa-Fa (Sad Song);Complete & Unbelievable: The Otis Redding Dictionary of Soul;Otis Redding
I'm Sick Y'All;Complete & Unbelievable: The Otis Redding Dictionary of Soul;Otis Redding
Tennessee Waltz;Complete & Unbelievable: The Otis Redding Dictionary of Soul;Otis Redding
Sweet Lorene;Complete & Unbelievable: The Otis Redding Dictionary of Soul;Otis Redding
Try a Little Tenderness;Complete & Unbelievable: The Otis Redding Dictionary of Soul;Otis Redding
Day Tripper;Complete & Unbelievable: The Otis Redding Dictionary of Soul;Otis Redding
My Lover's Prayer;Complete & Unbelievable: The Otis Redding Dictionary of Soul;Otis Redding
She Put the Hurt on Me;Complete & Unbelievable: The Otis Redding Dictionary of Soul;Otis Redding
Ton of Joy;Complete & Unbelievable: The Otis Redding Dictionary of Soul;Otis Redding
You're Still My Baby;Complete & Unbelievable: The Otis Redding Dictionary of Soul;Otis Redding
Hawg for You;Complete & Unbelievable: The Otis Redding Dictionary of Soul;Otis Redding
Love Have Mercy;Complete & Unbelievable: The Otis Redding Dictionary of Soul;Otis Redding
Seven Nation Army;Elephant;The White Stripes
Black Math;Elephant;The White Stripes
There's No Home For You Here;Elephant;The White Stripes
I Just Don't Know What to Do With Myself;Elephant;The White Stripes
In The Cold, Cold Night;Elephant;The White Stripes
I Want To Be The Boy To Warm Your Mother's Heart;Elephant;The White Stripes
You've Got Her In Your Pocket;Elephant;The White Stripes
Ball and Biscuit;Elephant;The White Stripes
The Hardest Button to Button;Elephant;The White Stripes
Little Acorns;Elephant;The White Stripes
Hypnotize;Elephant;The White Stripes
The Air Near My Fingers;Elephant;The White Stripes
Girl, You Have No Faith In Medicine;Elephant;The White Stripes
Well It's True That We Love One Another;Elephant;The White Stripes
Too Many People - Remastered 2012;Ram;Paul McCartney
3 Legs - Remastered 2012;Ram;Paul McCartney
Ram On - Remastered 2012;Ram;Paul McCartney
Dear Boy - Remastered 2012;Ram;Paul McCartney
Uncle Albert / Admiral Halsey - Medley / Remastered 2012;Ram;Paul McCartney
Smile Away - Remastered 2012;Ram;Paul McCartney
Heart Of The Country - Remastered 2012;Ram;Paul McCartney
Monkberry Moon Delight - Remastered 2012;Ram;Paul McCartney
Eat At Home - Remastered 2012;Ram;Paul McCartney
Long Haired Lady - Remastered 2012;Ram;Paul McCartney
Ram On - Remastered 2012;Ram;Paul McCartney
The Back Seat Of My Car - Remastered 2012;Ram;Paul McCartney
Another Day - Remastered 2012;Ram;Paul McCartney
Oh Woman, Oh Why - Remastered 2012;Ram;Paul McCartney
Little Woman Love - Remastered 2012;Ram;Paul McCartney
A Love For You (Jon Kelly Mix) - 2012 Master;Ram;Paul McCartney
Hey Diddle (Dixon Van Winkle Mix) - 2012 Master;Ram;Paul McCartney
Great Cock And Seagull Race (Dixon Van Winkle Mix) - 2012 Master;Ram;Paul McCartney
Rode All Night - 2012 Master;Ram;Paul McCartney
Sunshine Sometime (Earliest Mix) - 2012 Master;Ram;Paul McCartney
Compared to What;First Take;Roberta Flack
Angelitos Negros;First Take;Roberta Flack
Our Ages or Our Hearts;First Take;Roberta Flack
I Told Jesus;First Take;Roberta Flack
Hey, That's No Way to Say Goodbye;First Take;Roberta Flack
The First Time Ever I Saw Your Face;First Take;Roberta Flack
Tryin' Times;First Take;Roberta Flack
Ballad of the Sad Young Men;First Take;Roberta Flack
I Want A Guy;Anthology;The Supremes
Buttered Popcorn;Anthology;The Supremes
The Tears;Anthology;The Supremes
Your Heart Belongs To Me;Anthology;The Supremes
Let Me Go The Right Way - Single Version / Mono;Anthology;The Supremes
A Breathtaking Guy;Anthology;The Supremes
When The Lovelight Starts Shining Through His Eyes;Anthology;The Supremes
Run, Run, Run;Anthology;The Supremes
Where Did Our Love Go;Anthology;The Supremes
Baby Love;Anthology;The Supremes
Come See About Me;Anthology;The Supremes
Stop! In The Name Of Love;Anthology;The Supremes
Back In My Arms Again;Anthology;The Supremes
Whisper You Love Me Boy;Anthology;The Supremes
Mother Dear;Anthology;The Supremes
Nothing But Heartaches - Single Version;Anthology;The Supremes
I Hear A Symphony;Anthology;The Supremes
My World Is Empty Without You;Anthology;The Supremes
Love Is Like An Itching In My Heart - Previously Unreleased Extended Mix;Anthology;The Supremes
You Can't Hurry Love;Anthology;The Supremes
This Old Heart Of Mine (Is Weak For You);Anthology;The Supremes
You Keep Me Hangin' On - Alternate Mix;Anthology;The Supremes
Love Is Here And Now You're Gone;Anthology;The Supremes
The Happening;Anthology;The Supremes
Things Are Changing;Anthology;The Supremes
He;Anthology;The Supremes
Reflections;Anthology;The Supremes
In And Out Of Love;Anthology;The Supremes
Forever Came Today;Anthology;The Supremes
The Nitty Gritty;Anthology;The Supremes
Sweet Thing;Anthology;The Supremes
Some Things You Never Get Used To - Single Version;Anthology;The Supremes
Love Child;Anthology;The Supremes
I'm Gonna Make You Love Me;Anthology;The Supremes
Try It Baby;Anthology;The Supremes
I'm Livin' In Shame;Anthology;The Supremes
I'll Try Something New;Anthology;The Supremes
The Composer;Anthology;The Supremes
No Matter What Sign You Are;Anthology;The Supremes
Someday We'll Be Together - Alternate Mix;Anthology;The Supremes
A Hard Day's Night;Anthology;The Supremes
It Makes No Difference Now;Anthology;The Supremes
(Ain't That) Good News;Anthology;The Supremes
Bewitched, Bothered And Bewildered;Anthology;The Supremes
Whistle While You Work;Anthology;The Supremes
If A Girl Isn't Pretty;Anthology;The Supremes
Where Do I Go / Good Morning Starshine;Anthology;The Supremes
Can't Take My Eyes Off You - Live At Hollywood Palace, US / 1969;Anthology;The Supremes
Rhythm Of Life;Anthology;The Supremes
The Impossible Dream - Live;Anthology;The Supremes
Head Like A Hole;Pretty Hate Machine;Nine Inch Nails
Terrible Lie;Pretty Hate Machine;Nine Inch Nails
Down In It;Pretty Hate Machine;Nine Inch Nails
Sanctified;Pretty Hate Machine;Nine Inch Nails
Something I Can Never Have;Pretty Hate Machine;Nine Inch Nails
Kinda I Want To;Pretty Hate Machine;Nine Inch Nails
Sin;Pretty Hate Machine;Nine Inch Nails
That's What I Get;Pretty Hate Machine;Nine Inch Nails
The Only Time;Pretty Hate Machine;Nine Inch Nails
Ringfinger;Pretty Hate Machine;Nine Inch Nails
Pinch - 2004 Remastered Version;Ege Bamyası;Can
Sing Swan Song - 2004 Remastered Version;Ege Bamyası;Can
One More Night - 2004 Remastered Version;Ege Bamyası;Can
Vitamin C - 2004 Remastered Version;Ege Bamyası;Can
Soup - 2004 Remastered Version;Ege Bamyası;Can
I'm So Green - 2004 Remastered Version;Ege Bamyası;Can
Spoon - 2004 Remastered Version;Ege Bamyası;Can
Crackin' Up;Bo Diddley/Go Bo Diddley;Bo Diddley
I'm Sorry;Bo Diddley/Go Bo Diddley;Bo Diddley
Bo's Guitar;Bo Diddley/Go Bo Diddley;Bo Diddley
Willie And Lillie;Bo Diddley/Go Bo Diddley;Bo Diddley
You Don't Love Me (You Don't Care);Bo Diddley/Go Bo Diddley;Bo Diddley
Say Man;Bo Diddley/Go Bo Diddley;Bo Diddley
The Great Grandfather;Bo Diddley/Go Bo Diddley;Bo Diddley
Oh Yea;Bo Diddley/Go Bo Diddley;Bo Diddley
Don't Let It Go (Hold On To What You Got);Bo Diddley/Go Bo Diddley;Bo Diddley
Little Girl;Bo Diddley/Go Bo Diddley;Bo Diddley
Dearest Darling;Bo Diddley/Go Bo Diddley;Bo Diddley
The Clock Strikes Twelve;Bo Diddley/Go Bo Diddley;Bo Diddley
Tired of Being Alone;Al Green's Greatest Hits;Al Green
Call Me (Come Back Home);Al Green's Greatest Hits;Al Green
I'm Still in Love with You;Al Green's Greatest Hits;Al Green
Here I Am (Come and Take Me);Al Green's Greatest Hits;Al Green
Love and Happiness;Al Green's Greatest Hits;Al Green
Let's Stay Together;Al Green's Greatest Hits;Al Green
I Can't Get Next to You;Al Green's Greatest Hits;Al Green
You Ought to Be with Me;Al Green's Greatest Hits;Al Green
Look What You Done for Me;Al Green's Greatest Hits;Al Green
Let's Get Married;Al Green's Greatest Hits;Al Green
Feel so Different;I Do Not Want What I Haven't Got;Sinéad O'Connor
I Am Stretched on Your Grave;I Do Not Want What I Haven't Got;Sinéad O'Connor
Three Babies;I Do Not Want What I Haven't Got;Sinéad O'Connor
The Emperor's New Clothes;I Do Not Want What I Haven't Got;Sinéad O'Connor
Black Boys on Mopeds;I Do Not Want What I Haven't Got;Sinéad O'Connor
Nothing Compares 2 U;I Do Not Want What I Haven't Got;Sinéad O'Connor
Jump in the River;I Do Not Want What I Haven't Got;Sinéad O'Connor
You Cause as Much Sorrow;I Do Not Want What I Haven't Got;Sinéad O'Connor
Last Day of Our Acquaintance;I Do Not Want What I Haven't Got;Sinéad O'Connor
I Do Not Want What I Haven't Got;I Do Not Want What I Haven't Got;Sinéad O'Connor
Cover Me Up;Southeastern;Jason Isbell
Stockholm;Southeastern;Jason Isbell
Traveling Alone;Southeastern;Jason Isbell
Elephant;Southeastern;Jason Isbell
Flying over Water;Southeastern;Jason Isbell
Different Days;Southeastern;Jason Isbell
Live Oak;Southeastern;Jason Isbell
Songs That She Sang in the Shower;Southeastern;Jason Isbell
New South Wales;Southeastern;Jason Isbell
Super 8;Southeastern;Jason Isbell
Yvette;Southeastern;Jason Isbell
Relatively Easy;Southeastern;Jason Isbell
In My Dreams (Cudder Anthem);Man on the Moon: The End of Day;Kid Cudi
Soundtrack 2 My Life;Man on the Moon: The End of Day;Kid Cudi
Simple As...;Man on the Moon: The End of Day;Kid Cudi
Solo Dolo (Nightmare);Man on the Moon: The End of Day;Kid Cudi
Heart Of A Lion (Kid Cudi Theme Music);Man on the Moon: The End of Day;Kid Cudi
